"Record ID","Item type","Content type","ISSN","Languages","Library of Congress classifications","Dewey classifications","Title","Other titles","Creators/Contributors","Publisher","Country of publication","Journal","Publication frequency","Year","Volume","Part/Number","Issue","Supplement","Season/Month","Start page","End page","Citation","British Library shelfmark"
"(Uk)EN018703634","article","text","0031-0182","","QE500","560.45","Amazonia during the last glacial","Pollen and Climate","Absy, M. L. ; Bonnefille, R. ; Hooghiemstra, H. ; Van der Hammen, T.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","109","2/4","","","","247","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 109(2/4), 247. (1994)","6343.450000"
"(Uk)EN018703646","article","text","0031-0182","","QE500","560.45","Late Quaternary vegetational change in the central Peruvian Andes","Pollen and Climate","Bonnefille, R. ; Hansen, B. C. S. ; Hooghiemstra, H. ; Seltzer, G. O. ; Wright, H. E.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","109","2/4","","","","263","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 109(2/4), 263. (1994)","6343.450000"
"(Uk)EN018703658","article","text","0031-0182","","QE500","560.45","Holocene climatic variations in northern Patagonia, Argentina","Pollen and Climate","Bonnefille, R. ; Hooghiemstra, H. ; Schaebitz, F.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","109","2/4","","","","287","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 109(2/4), 287. (1994)","6343.450000"
"(Uk)EN018703660","article","text","0031-0182","","QE500","560.45","Development of vegetation and continental aridity in northwestern Africa during the Late Pliocene: the pollen record of ODP Site 658","Pollen and Climate","Bonnefille, R. ; Dupont, L. ; Hooghiemstra, H. ; Leroy, S.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","109","2/4","","","","295","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 109(2/4), 295. (1994)","6343.450000"
"(Uk)EN018703671","article","text","0031-0182","","QE500","560.45","Pollen analysis of a deep-sea core in the Gulf of Guinea: vegetation and climatic changes during the last 225,000 years B.P","Pollen and Climate","Bonnefille, R. ; Fredoux, A. ; Hooghiemstra, H.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","109","2/4","","","","317","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 109(2/4), 317. (1994)","6343.450000"
"(Uk)EN018703683","article","text","0031-0182","","QE500","560.45","Pollen-inferred climatic fluctuations in Ethiopia during the last 3000 years","Pollen and Climate","Bonnefille, R. ; Hooghiemstra, H. ; Mohammed, U.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","109","2/4","","","","331","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 109(2/4), 331. (1994)","6343.450000"
"(Uk)EN018703695","article","text","0031-0182","","QE500","560.45","Pollen evidence of late Quaternary vegetation and inferred climate changes in Congo","Pollen and Climate","Bonnefille, R. ; Elenga, H. ; Hooghiemstra, H. ; Schwartz, D. ; Vincens, A.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","109","2/4","","","","345","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 109(2/4), 345. (1994)","6343.450000"
"(Uk)EN018703701","article","text","0031-0182","","QE500","560.45","Numerical interpretation of a high resolution Holocene pollen record from Burundi","Pollen and Climate","Bonnefille, R. ; Hooghiemstra, H. ; Jolly, D. ; Roux, M.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","109","2/4","","","","357","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 109(2/4), 357. (1994)","6343.450000"
"(Uk)EN018703713","article","text","0031-0182","","QE500","560.45","A less humid climate since ca. 3500 yr B.P. from marine cores off Karwar, western India","Pollen and Climate","Bentaleb, I. ; Bonnefille, R. ; Caratini, C. ; Fontugne, M. ; Hooghiemstra, H. ; Morzadec-Kerfourn, M. T.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","109","2/4","","","","371","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 109(2/4), 371. (1994)","6343.450000"
"(Uk)EN018703725","article","text","0031-0182","","QE500","560.45","A long vegetation history from lowland Irian Jaya, Indonesia","Pollen and Climate","Bonnefille, R. ; Hooghiemstra, H. ; Hope, G. ; Tulip, J.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","109","2/4","","","","385","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 109(2/4), 385. (1994)","6343.450000"
"(Uk)EN018703737","article","text","0031-0182","","QE500","560.45","Pleistocene vegetation of the humid tropics of northeastern Queensland, Australia","Pollen and Climate","Bonnefille, R. ; Hooghiemstra, H. ; Kershaw, A. P.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","109","2/4","","","","399","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 109(2/4), 399. (1994)","6343.450000"
"(Uk)EN019050610","article","text","0031-0182","","QE500","560.45","Palaeotemperatures indicated by Upper Jurassic (Kimmeridgian-Tithonian) fossils from Mallorca determined by oxygen isotope composition","","Price, G. D. ; Sellwood, B. W.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","110","1/2","","","","1","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 110(1/2), 1. (1994)","6343.450000"
"(Uk)EN019050622","article","text","0031-0182","","QE500","560.45","Botanical control on banding character in two New Zealand coal beds","","Moore, T. A. ; Shearer, J. C.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","110","1/2","","","","11","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 110(1/2), 11. (1994)","6343.450000"
"(Uk)EN019050634","article","text","0031-0182","","QE500","560.45","Abrasion surfaces on internal moulds of ammonites as palaeobathymetric indicators","","Fernandez-Lopez, S. ; Melendez, G.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","110","1/2","","","","29","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 110(1/2), 29. (1994)","6343.450000"
"(Uk)EN019050646","case study/report","text","0031-0182","","QE500","560.45","Palaeoclimate control on sequence stratigraphic patterns in the late Jurassic to mid-Cretaceous, with a case study from Eastern England","","Rawson, P. F. ; Ruffell, A. H.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","110","1/2","","","","43","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 110(1/2), 43. (1994)","6343.450000"
"(Uk)EN019050658","article","text","0031-0182","","QE500","560.45","Response of Middle Jurassic benthic foraminiferal morphogroups to dysoxic/anoxic conditions in the Pieniny Klippen Basin, Polish Carpathians","","Tyszka, J.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","110","1/2","","","","55","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 110(1/2), 55. (1994)","6343.450000"
"(Uk)EN019050660","article","text","0031-0182","","QE500","560.45","Magnetic stratigraphy and biostratigraphy of Pliocene 'argille azzurre'","","Channell, J. E. T. ; Poli, M. S. ; Rio, D. ; Sprovieri, R.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","110","1/2","","","","83","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 110(1/2), 83. (1994)","6343.450000"
"(Uk)EN019050671","article","text","0031-0182","","QE500","560.45","The distinction between ground-water gley and surface-water gley phenomena in Tertiary paleosols of the Ebro basin, NE Spain","","Buurman, P. ; PiPujol, M. D.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","110","1/2","","","","103","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 110(1/2), 103. (1994)","6343.450000"
"(Uk)EN019050683","article","text","0031-0182","","QE500","560.45","A paleoclimate simulation of the Wenlockian (Late Early Silurian) world using a general circulation model with implications for early land plant paleoecology","","Hayashida, D. N. ; Jacobson, S. R. ; Moore, G. T. ; Ross, C. A.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","110","1/2","","","","115","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 110(1/2), 115. (1994)","6343.450000"
"(Uk)EN019050695","article","text","0031-0182","","QE500","560.45","The Triassic-Jurassic ecostratigraphic transition in the Lombardian Alps, Italy","","McRoberts, C. A.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","110","1/2","","","","145","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 110(1/2), 145. (1994)","6343.450000"
"(Uk)EN019050701","article","text","0031-0182","","QE500","560.45","Gradational Quaternary benthic marine communities on the Van Diemen Rise, Timor Sea, northern Australia","","Lavering, I. H.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","110","1/2","","","","167","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 110(1/2), 167. (1994)","6343.450000"
"(Uk)EN019138379","article","text","0251-1223","","QH301","560","Studies on Evaluation on some Germplasm lines of Linseed (Linnum usitatissimum Linn.) against budfly, Dasyneura lini Barnes","","Das, S. B. ; Katiyar, O. P. ; Shrivastava, N. ; Shrivastava, S.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1994","21","2","","","","77","","GEOBIOS -JODHPUR 21(2), 77. (1994)","4116.901500"
"(Uk)EN019138380","article","text","0251-1223","","QH301","560","In vitro Effects of Mebendazole on the Protein Metabolism of Paramphistomum cervi","","Chandra Sri, P. N. ; Kameswari, M.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1994","21","2","","","","82","","GEOBIOS -JODHPUR 21(2), 82. (1994)","4116.901500"
"(Uk)EN019138392","article","text","0251-1223","","QH301","560","Impact of Tannery Effluent verticillata and Ceratophyllum demersum","","Ambrose, T. ; Cyril Arunkumar, L. ; Vincent, S.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1994","21","2","","","","89","","GEOBIOS -JODHPUR 21(2), 89. (1994)","4116.901500"
"(Uk)EN019138409","article","text","0251-1223","","QH301","560","On the Roosting behaviour of Bank Myna, Common Myna and Pied Myna","","Goel, P. ; Gupta, R. C.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1994","21","2","","","","93","","GEOBIOS -JODHPUR 21(2), 93. (1994)","4116.901500"
"(Uk)EN019138410","article","text","0251-1223","","QH301","560","Response of Bhindi to graded doses of N, P and K in the Reclaimed alluvial soils of Kuttanad, Kerala","","Rajan, K. C. ; Syriac, E. K.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1994","21","2","","","","101","","GEOBIOS -JODHPUR 21(2), 101. (1994)","4116.901500"
"(Uk)EN019138422","article","text","0251-1223","","QH301","560","Cultural Characterisation of some seed-borne Fungal Pathogens of Legume Crops","","Arora, R. ; Nair, N. N.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1994","21","2","","","","105","","GEOBIOS -JODHPUR 21(2), 105. (1994)","4116.901500"
"(Uk)EN019138434","article","text","0251-1223","","QH301","560","An Investigation of Morpho-Physiological Changes due to Thrips infestation in Mulberry (Morus alba L.)","","Das, C. ; Rao, K. M. ; Shivnath","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1994","21","2","","","","109","","GEOBIOS -JODHPUR 21(2), 109. (1994)","4116.901500"
"(Uk)EN019138446","article","text","0251-1223","","QH301","560","Effect of Maturity and Endogenous Auxin content on Post-harvest Sprouting in Tubers of Cluster Yam (Dioscorea dumetorum Pax)","","Sreeramulu, N.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1994","21","2","","","","113","","GEOBIOS -JODHPUR 21(2), 113. (1994)","4116.901500"
"(Uk)EN019138458","article","text","0251-1223","","QH301","560","Spatial distribution of Riptortus linearis (Fabr.) Adults on green Gram","","Dutta, S. K. ; Saikia, I. H.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1994","21","2","","","","117","","GEOBIOS -JODHPUR 21(2), 117. (1994)","4116.901500"
"(Uk)EN019138460","article","text","0251-1223","","QH301","560","Some Physiological observations in the gut and Associated digestive Glands of House-Sparrow, Passer domesticus indicus","","Sheoran, V.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1994","21","2","","","","122","","GEOBIOS -JODHPUR 21(2), 122. (1994)","4116.901500"
"(Uk)EN019138471","article","text","0251-1223","","QH301","560","Effect of Aldrin Toxicity on Plasma protein level of fresh water teleost, Clarias batrachus (Linn.)","","Thakur, Y. P.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1994","21","2","","","","127","","GEOBIOS -JODHPUR 21(2), 127. (1994)","4116.901500"
"(Uk)EN019138483","article","text","0251-1223","","QH301","560","Growth and yield of Cowpea as influenced by Methods of irrigation","","Mathew, T. ; Mohammed Kunju, U. ; Suja, G.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1994","21","2","","","","130","","GEOBIOS -JODHPUR 21(2), 130. (1994)","4116.901500"
"(Uk)EN019138495","article","text","0251-1223","","QH301","560","Effect of iron Deficiency on the distribution of Fe and P in two Chickpea cultivars that differ in Tolerance to iron Deficiency stress","","Mehrotra, S. C.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1994","21","2","","","","134","","GEOBIOS -JODHPUR 21(2), 134. (1994)","4116.901500"
"(Uk)EN019138501","article","text","0251-1223","","QH301","560","Sublethal urea effect to Haematological indicators of Fish, Labeo rohita Fingerlings","","Perviz, D. A. ; Rajyasree, M.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1994","21","2","","","","140","","GEOBIOS -JODHPUR 21(2), 140. (1994)","4116.901500"
"(Uk)EN019138513","article","text","0251-1223","","QH301","560","Incidence of fish Mortality in Lower Lake of Bhopal","","Nandan, M. J. ; Pani, S. ; Suresh, I. V. ; Wanganeo, A.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1994","21","2","","","","145","","GEOBIOS -JODHPUR 21(2), 145. (1994)","4116.901500"
"(Uk)EN019138525","article","text","0251-1223","","QH301","560","Effect of Temperature on the Reduction of iron in an Aqueous medium","","Jain, P. ; Mehrotra, S. C.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1994","21","2","","","","147","","GEOBIOS -JODHPUR 21(2), 147. (1994)","4116.901500"
"(Uk)EN019149857","article","text","0377-8398","","QE719","560","Coccospheres of a rare nannofossil species: Biantholithus sparsus Bramlette and Martini, 1964","","Mai, H. ; Romein, T. ; Willems, H.","","Netherlands","MARINE MICROPALAEONTOLOGY","4 issues per year","1994","24","1","","","","1","","MARINE MICROPALAEONTOLOGY 24(1), 1. (1994)","5376.400000"
"(Uk)EN019149869","article","text","0377-8398","","QE719","560","The influence of non-equilibrium isotope fractionation on the Quaternary calcareous nannofossil stable isotope signal or the southwest Pacific Ocean, DSDP Site 594","","Dudley, W. C. ; Nelson, C. S.","","Netherlands","MARINE MICROPALAEONTOLOGY","4 issues per year","1994","24","1","","","","3","","MARINE MICROPALAEONTOLOGY 24(1), 3. (1994)","5376.400000"
"(Uk)EN019149870","article","text","0377-8398","","QE719","560","Foraminiferal microhabitats in four marine environments around Japan","","Kitazato, H.","","Netherlands","MARINE MICROPALAEONTOLOGY","4 issues per year","1994","24","1","","","","29","","MARINE MICROPALAEONTOLOGY 24(1), 29. (1994)","5376.400000"
"(Uk)EN019149882","article","text","0377-8398","","QE719","560","Larger foraminifera from the Chagos Archipelago: their significance for Indian Ocean biogeography","","Murray, J. W.","","Netherlands","MARINE MICROPALAEONTOLOGY","4 issues per year","1994","24","1","","","","43","","MARINE MICROPALAEONTOLOGY 24(1), 43. (1994)","5376.400000"
"(Uk)EN019149894","article","text","0377-8398","","QE719","560","The use of Ostracoda to reconstruct the oxygen levels of Late Palaeozoic oceans","","Lethiers, F. ; Whatley, R.","","Netherlands","MARINE MICROPALAEONTOLOGY","4 issues per year","1994","24","1","","","","57","","MARINE MICROPALAEONTOLOGY 24(1), 57. (1994)","5376.400000"
"(Uk)EN019149900","article","text","0377-8398","","QE719","560","Ecology, morphology, stratigraphy, and the paleoceanographic significance of Cycladophora davisiana davisiana. Part I: Ecology and morphology","","Bjoerklund, K. R. ; Ciesielski, P. F.","","Netherlands","MARINE MICROPALAEONTOLOGY","4 issues per year","1994","24","1","","","","71","","MARINE MICROPALAEONTOLOGY 24(1), 71. (1994)","5376.400000"
"(Uk)EN019190407","article","text","0251-1223","","QH301","560","Regression approach in Plant Growth analysis","","Govil, S. R. ; Pandey, H. N.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","","","","","3","","GEOBIOS -JODHPUR 20, 3. (1993)","4116.901500"
"(Uk)EN019190419","article","text","0251-1223","","QH301","560","In vitro effect of Phytohormones on Tissue cultures of Cluster Bean (Cyamopsis tetragonoloba (L.) Taub)","","Ayodhya Ramulu, C. ; Rao, D.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","","","","","7","","GEOBIOS -JODHPUR 20, 7. (1993)","4116.901500"
"(Uk)EN019190420","article","text","0251-1223","","QH301","560","Tolerance of Anabaena oryzae to salt stress","","Kaushik, A. ; Sethi, V.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","","","","","10","","GEOBIOS -JODHPUR 20, 10. (1993)","4116.901500"
"(Uk)EN019190432","article","text","0251-1223","","QH301","560","Effect of Treated Refinery waste water on Nitrate reductase activity of Vigna radiata L","","Aziz, O. ; Inam, A. ; Tarannum, K.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","","","","","14","","GEOBIOS -JODHPUR 20, 14. (1993)","4116.901500"
"(Uk)EN019190444","article","text","0251-1223","","QH301","560","Impact of Mathura Oil Refinery Effluent on seedling emergence of Triticale and Wheat","","Aziz, O. ; Inam, A. ; Tarannum, K.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","","","","","16","","GEOBIOS -JODHPUR 20, 16. (1993)","4116.901500"
"(Uk)EN019190456","article","text","0251-1223","","QH301","560","Changes in protein content in peel and pulp of two Banana varieties","","Mugugaiyan, S.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","","","","","18","","GEOBIOS -JODHPUR 20, 18. (1993)","4116.901500"
"(Uk)EN019190468","article","text","0251-1223","","QH301","560","Modification of seedling growth of Husk tomato by seed-applied plant growth regulators and gamma rays","","Raghava, N. ; Raghava, R. P.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","","","","","21","","GEOBIOS -JODHPUR 20, 21. (1993)","4116.901500"
"(Uk)EN019190470","article","text","0251-1223","","QH301","560","Response of two cultivars of Indian Mustard (Brassica juncea (L.) Czern & Coss.) to distillery effluent","","Bhatia, I. ; Elcey, C. D. ; Tiwari, D.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","","","","","27","","GEOBIOS -JODHPUR 20, 27. (1993)","4116.901500"
"(Uk)EN019190481","article","text","0251-1223","","QH301","560","Effect of pH and media on the Incidence of Phoma medicaginis var. sojae in soybean seeds","","Shukla, C. S.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","","","","","33","","GEOBIOS -JODHPUR 20, 33. (1993)","4116.901500"
"(Uk)EN019190493","article","text","0251-1223","","QH301","560","Variation in the Haemolymph Quantum amongst different ecoraces and Fl's of top cross of Antheraea mylitta D","","Dubey, O. P. ; Kar, P. K. ; Sinha, R. K. ; Srivastava, P. P.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","","","","","36","","GEOBIOS -JODHPUR 20, 36. (1993)","4116.901500"
"(Uk)EN019190500","article","text","0251-1223","","QH301","560","Variability in production of cellulases by three species of Pestalotiopsis","","Madhukar, J. ; Reddy, S. M.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1993","20","","","","","41","","GEOBIOS -JODHPUR 20, 41. (1993)","4116.901500"
"(Uk)EN019958085","article","text","0031-0182","","QE500","560.45","Oceanography of the Gulf of Tehuantepec, Mexico, indicated by Radiolaria remains","","Martinez-Lopez, M. ; Molina-Cruz, A.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","110","3/4","","","","179","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 110(3/4), 179. (1994)","6343.450000"
"(Uk)EN019958097","article","text","0031-0182","","QE500","560.45","Pedogenesis and paleoclimatic implications of the Chamberlain Pass Formation, Basal White River Group, Badlands of South Dakota","","Evans, J. E. ; Terry, D. O.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","110","3/4","","","","197","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 110(3/4), 197. (1994)","6343.450000"
"(Uk)EN019958103","article","text","0031-0182","","QE500","560.45","The last 140 ka in the Afro-Asian arid/semi-arid transitional zone","","Petit-Maire, N. ; Yan, Z.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","110","3/4","","","","217","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 110(3/4), 217. (1994)","6343.450000"
"(Uk)EN019958115","article","text","0031-0182","","QE500","560.45","Palaeogeography and geodynamic evolution of the Gosau Group of the Northern Calcareous Alps (Late Cretaceous, Eastern Alps, Austria)","","Faupl, P. ; Wagreich, M.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","110","3/4","","","","235","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 110(3/4), 235. (1994)","6343.450000"
"(Uk)EN019958127","article","text","0031-0182","","QE500","560.45","Transgressions: rethinking Beringian glaciation","","Hughes, B. A. ; Hughes, T. J.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","110","3/4","","","","275","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 110(3/4), 275. (1994)","6343.450000"
"(Uk)EN019958139","article","text","0031-0182","","QE500","560.45","Three-dimensional reconstruction of an in-situ Miocene peat forest from the Lower Rhine Embayment, northwestern Germany-new methods in palaeovegetation analysis","","Ashraf, A. R. ; Belz, G. ; Gee, C. T. ; Mosbrugger, V.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","110","3/4","","","","295","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 110(3/4), 295. (1994)","6343.450000"
"(Uk)EN019958140","article","text","0031-0182","","QE500","560.45","Hemiasterid echinoids (Echinodermata: Spatangoida) from the Cretaceous Tethys to the present-day Mediterranean","","Neraudeau, D.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","110","3/4","","","","319","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 110(3/4), 319. (1994)","6343.450000"
"(Uk)EN019958152","article","text","0031-0182","","QE500","560.45","Climatic signals from loess-soil sequences in the central Great Plains, USA","","Feng, Z. ; Johnson, W. C. ; Lu, Y. ; Ward, P. A.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","110","3/4","","","","345","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 110(3/4), 345. (1994)","6343.450000"
"(Uk)EN020656372","article","text","0094-8373","","QE701","560","Paleontological data and molecular phylogenetic analysis","","Littlewood, D. T. J. ; Smith, A. B.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1994","20","3","","","","259","","PALEOBIOLOGY -CHICAGO 20(3), 259. (1994)","6345.280000"
"(Uk)EN020656384","article","text","0094-8373","","QE701","560","Effects of the Mesozoic Marine Revolution on the taxonomic, morphologic, and biogeographic evolution of a group: aporrhaid gastropods during the Mesozoic","","Roy, K.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1994","20","3","","","","274","","PALEOBIOLOGY -CHICAGO 20(3), 274. (1994)","6345.280000"
"(Uk)EN020656396","article","text","0094-8373","","QE701","560","The plankton and the benthos: origins and early history of an evolving relationship","","Signor, P. W. ; Vermeij, G. J.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1994","20","3","","","","297","","PALEOBIOLOGY -CHICAGO 20(3), 297. (1994)","6345.280000"
"(Uk)EN020656402","article","text","0094-8373","","QE701","560","Morphological disparity in Ordovician-Devonian crinoids and the early saturation of morphological space","","Foote, M.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1994","20","3","","","","320","","PALEOBIOLOGY -CHICAGO 20(3), 320. (1994)","6345.280000"
"(Uk)EN020656414","article","text","0094-8373","","QE701","560","Demise of the middle Paleozoic crinoid fauna: a single extinction event or rapid faunal turnover?","","Ausich, W. I. ; Baumiller, T. K. ; Kammer, T. W.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1994","20","3","","","","345","","PALEOBIOLOGY -CHICAGO 20(3), 345. (1994)","6345.280000"
"(Uk)EN020656426","article","text","0094-8373","","QE701","560","Hybrid crinoids in the fossil record (Early Mississippian, Phylum Echinodermata)","","Ausich, W. I. ; Meyer, D. L.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1994","20","3","","","","362","","PALEOBIOLOGY -CHICAGO 20(3), 362. (1994)","6345.280000"
